Продукт,"Бел, г","Жир, г","Угл, г","Кал, ккал"
Салат Цезарь лайт KFC (без заправки),10.6,7.3,7.3,137.0
Салат Чешский готовый,14.0,9.0,3.4,149.0
Салат-коктейль Бондюэль Гавайский маринованный,1.7,0.5,20.0,91.0
Салат-коктейль Бондюэль Сомбреро,1.7,0.8,11.9,62.0
Салатный микс Солнечная фазенда Каталония,1.8,0.2,5.9,34.0
Салаты Белая Дача Baby Mix,1.5,0.2,2.3,17.0
Салаты Белая Дача Girls Mix,1.5,0.2,2.3,17.0
Салаты Белая Дача Mens Mix,1.5,0.2,2.3,17.0
Салаты Белая Дача Party Mix,1.5,0.2,2.3,17.0
Салаты Белая Дача Tango Mix,1.5,0.2,2.3,17.0
Салаты Белая Дача Tango Mix World Class,1.5,0.2,2.0,16.0
Салаты Белая Дача Vita Mix,1.5,0.2,2.3,17.0
Салаты Белая Дача Vita Mix World Class,1.8,0.2,3.8,24.0
Салаты Белая Дача Аликанте,1.5,0.2,2.3,17.0
Салаты Белая Дача Ассорти,1.4,0.2,3.1,19.0
Салаты Белая Дача Афиша Еда,1.5,0.2,2.3,17.0
Салаты Белая Дача Весенний Микс,1.4,0.2,2.9,19.0
Салаты Белая Дача Две капусты с морковью,1.7,0.1,5.4,30.0
Салаты Белая Дача Капуста с морковью,1.8,0.1,5.2,27.0
Салаты Белая Дача Кейломания Микс №2,2.2,0.4,3.8,27.0
Салаты Белая Дача Лазурный берег,2.1,0.3,3.6,25.0
Салаты Белая Дача Молодой шпинат,1.5,0.2,2.3,17.0
Салаты Белая Дача Монпелье,1.5,0.2,2.3,17.0
Салаты Белая Дача Нежный корн,1.5,0.2,2.3,17.0
Салаты Белая Дача Окинава,1.5,0.2,2.3,17.0
Салаты Белая Дача Олимп,1.5,0.2,3.3,20.0
Салаты Белая Дача Пикантный фриссе,1.5,0.2,2.3,17.0
Салаты Белая Дача Полезный кейл,2.0,0.4,4.0,30.0
Салаты Белая Дача Пряная рукола,1.5,0.2,2.3,17.0
Салаты Белая Дача Сладкая свекла,1.5,0.1,9.1,42.0
Салаты Белая Дача Сочная морковь,1.3,0.1,7.2,34.0
Салаты Белая Дача Сочный романо,1.5,0.2,2.3,17.0
Салаты Белая Дача Средиземноморский салат,1.5,0.2,2.0,16.0
Салаты Белая Дача Тоскана,1.5,0.2,2.0,16.0
Салаты Белая Дача Хрустящий айсберг,1.5,0.2,2.3,17.0
Сало,2.4,89.0,0.0,797.0
Салями,21.6,53.7,1.4,568.0
Самогон,0.1,0.1,0.4,235.0
Самса с курицей,11.0,24.0,17.0,325.0
Сан химаго,10.1,7.6,11.2,154.0
Сангрия,0.3,0.1,22.6,173.0
Саподилла,0.4,1.1,14.7,83.0
Сапота (Чёрное яблоко),2.1,0.6,31.2,134.0
Сарада Бито,1.8,0.6,14.4,70.0
Сарада Вакамэ су,1.8,1.1,7.2,47.0
Сарада Гюнику,17.8,6.0,3.9,140.0
Сарада Ицаку,5.9,9.2,9.3,143.0
Сарада Кайсо,1.7,2.4,10.8,71.0
Сарада Киноки,6.7,9.0,3.5,122.0
Сарада Мидори,1.3,1.2,4.2,33.0
Сарада Мояши,1.4,2.2,6.0,49.0
Сарада Рэтасу эби,6.5,4.7,16.0,132.0
Сарада Сяке-Кунсэно,9.8,18.0,1.9,208.0
Сарада Тако беби,3.0,1.4,8.6,60.0
Сарада Тори но маринадо,1.4,5.3,12.4,143.0
Сарада Тори-Кунсэно,10.0,5.7,15.0,164.0
Сарада Харусамэ,1.2,4.6,7.6,109.0
Сарада Хияши вакамэ,1.3,5.2,10.2,92.0
Сарада Шиитакэ ремонэ,1.7,0.3,15.5,73.0
Сарада Эби уми,5.0,0.8,20.6,110.0
Сарада Югатами хару,7.3,4.0,8.7,100.0
Сарган черноморский,16.5,5.3,0.0,100.0
Сардельки говяжьи,11.4,18.2,1.5,215.0
Сардельки молочные из мяса птицы охлажденные,11.0,19.0,2.6,226.0
Сардельки свиные,10.1,31.6,1.9,332.0
Сардина атлантическая с добавлением масла,19.0,18.0,,238.0
Сардина в масле,24.1,13.9,,221.0
Сардина в томатном соусе,17.0,9.9,1.4,162.0
Сардина отварная,20.1,10.8,,178.0
Сардина свежая,20.6,9.6,,169.0
Сахар Billington’s нерафинированный тростниковый Dark Muscovado,0.0,0.0,95.3,383.0
Сахар ванильный,0.0,0.0,98.5,394.0
Сахар ванильный Dr.Oetker с натуральной ванилью,0.2,0.4,98.0,396.0
Сахар виноградный жидкий,0.0,0.0,65.0,260.0
Сахар кленовый,0.1,0.2,90.9,354.0
Сахар кокосовый,1.1,0.4,93.4,382.0
Сахар Мистраль Демерара тростниковый,0.0,0.0,98.5,394.0
Сахар Мистраль коричневый кристаллы,0.0,0.0,98.5,394.0
Сахар тростниковый,0.0,0.0,99.4,398.0
Сахар-песок,0.0,0.0,99.7,398.0
Сахар-рафинад,0.0,0.0,99.9,400.0
Сахар-сырец,0.0,0.0,95.3,362.0
Сахарная пудра,0.0,0.0,99.8,374.0
Сахарозаменитель Coconut Secret кокосовый нектар,0.0,0.0,86.6,366.0
Сахарозаменитель Fit Parad №1,0.0,0.0,0.2,1.0
Сахарозаменитель Fit Parad №10,0.0,0.0,0.5,2.0
Сахарозаменитель Fit Parad №11,0.0,0.0,94.5,203.0
Сахарозаменитель Fit Parad №7,0.0,0.0,0.0,
Сахарозаменитель Fit Parad №8,0.0,0.0,0.0,
Сахарозаменитель Geneticlab Fit Sweet,0.0,0.0,0.0,
Сахарозаменитель Master Shape №1,0.0,0.0,0.0,
Сахарозаменитель Milford,0.0,0.0,0.2,20.0
Сахарозаменитель Milford сукралоза с инулином,0.1,0.2,57.0,268.0
Сахарозаменитель Sukrin Organic,0.0,0.0,100.0,
Сахарозаменитель натуральный Эритрит со стевией,0.0,0.0,0.0,
Сахарозаменитель Эритрол,0.1,0.2,4.0,20.0
Сашими Изуми-тай,11.6,2.2,1.1,71.0
Сашими Ика,11.3,1.5,1.3,63.0
Сашими Икура,10.6,3.5,1.1,80.0
Сашими Магуро,15.3,2.8,1.1,91.0
Сашими Сякэ,12.5,5.0,1.1,73.0
Сашими Тако,5.6,1.2,1.1,37.0
Сашими Тобико,9.4,3.3,1.5,72.0
Сашими Томаго-яки,7.2,12.1,2.4,147.0
Сашими Унаги,9.3,19.0,1.8,215.0
Сашими Хамачи,10.2,6.7,1.1,106.0
Сашими Хотатэ,5.0,1.5,2.3,42.0
Сашими Эби,11.3,0.7,1.6,58.0
Сбитень,0.2,0.7,13.5,58.0
Свекла,1.5,0.1,8.8,43.0
Свекла Fresh Food отварная,1.8,0.0,9.8,48.0
Свекла Бондюэль в кубиках в кисло-сладком маринаде,0.8,0.1,6.5,30.0
Свекла варёная,1.8,0.0,10.8,49.0
Свекла жёлтая,1.5,0.1,9.1,50.0
Свекла запеченная,1.5,0.0,8.5,41.0
Свекла квашеная,1.3,0.0,6.0,32.0
Свекла консервированная,0.9,0.1,5.4,31.0
Свекла с орехами готовая,3.2,20.0,8.6,225.0
Свекла с сыром готовая,1.9,13.4,9.1,162.0
Свекла сушеная,9.0,0.6,56.6,254.0
Свекла тушеная,2.7,5.5,12.2,106.0
Свекольная ботва,2.1,0.5,5.5,17.0
Свекольник,0.5,2.0,4.2,36.0
Свекольный сок,1.0,0.0,9.9,42.0
Свиная вырезка,19.4,7.1,0.0,142.0
Свиная грудинка без кости,10.1,53.0,0.0,510.0
Свиная грудинка Дымов Крылатская копчено-вареная,14.0,33.0,0.0,353.0
Свиная грудинка с костью,21.0,10.0,0.0,174.0
Свиная лопатка,16.0,21.7,0.0,257.0
Свиная нога жареная,27.0,20.0,0.0,290.0
Свиная печень,22.0,3.4,2.6,130.0
Свиная рулька со шкурой,18.6,24.7,0.0,294.0
Свиная тушенка,13.0,35.0,0.0,367.0
Свиная шейка,13.6,31.9,0.0,343.0
Свиная шкурка,18.0,16.0,0.0,216.0
Свиная щековина,6.4,69.6,0.0,494.0
Свиная щековина копченая,9.1,67.1,0.5,625.0
Свинина,16.0,21.6,0.0,259.0
Свинина вареная,22.6,31.6,0.0,375.0
Свинина жареная,11.4,49.3,0.0,489.0
Свинина копченая,16.6,24.8,3.4,302.0
Свинина постная,19.4,7.1,0.0,160.0
Свинина Самсон Поджарка из лопатки,16.0,18.0,0.0,230.0
Свинина тушеная,9.8,20.3,3.2,235.0
Свинина тушеная Скопино,13.0,35.0,0.0,367.0
Свино-говяжий фарш Мираторг Домашний,14.0,28.0,0.0,310.0
Свиное сердце,16.9,4.8,2.2,118.0
Свиной балык,15.4,24.9,0.0,286.0
Свиной край на гриле,21.0,35.0,0.0,400.0
Свиной окорок,18.0,21.3,0.0,261.0
Свиной окорок копчено-вареный (Ашан),14.0,26.0,0.0,306.0
Свиной ошеек,16.1,22.8,0.0,267.0
Свиной подгрудок,7.4,67.8,0.0,630.0
Свиной фарш,17.0,21.0,0.0,263.0
Свиной фарш Черкизово Деревенский,14.0,26.0,0.0,290.0
Свиной шпик,1.4,92.8,0.0,841.0
Свиной язык,16.5,11.1,0.0,165.0
Свиные легкие,14.1,2.7,0.0,85.0
Свиные легкие тушеные,16.6,3.1,0.0,99.0
Свиные ноги,18.0,16.0,0.0,216.0
Свиные отбивные на гриле,28.0,24.0,0.0,340.0
Свиные почки,16.8,3.8,0.0,102.0
Свиные ребра,15.2,29.3,0.0,321.0
Свиные ребра копчено-вареные,10.0,55.0,0.0,535.0
Свиные ребра копченые,10.0,52.7,0.0,514.0
Свиные ребрышки Самсон,10.0,25.0,0.0,265.0
Свиные уши,21.0,14.1,0.0,211.0
Свити,0.7,0.2,9.0,58.0
Сгущенка Главпродукт вареная с сахаром,5.8,8.5,53.9,315.0
Сдоба Сормовская Черёмушки,7.6,9.2,58.6,348.0
Севрюга в томатном соусе,16.1,11.5,2.8,179.0
Севрюга свежая,17.0,11.8,,160.0
Сейтан,55.8,3.5,20.3,307.0
Сельдерей,0.9,0.1,2.1,12.0
Сельдерей (корень),1.3,0.3,6.5,32.0
Сельдерей (корень) сушеный,7.8,2.0,36.6,186.0
Сельдь в растительном масле,16.4,26.5,,301.0
Сельдь в сметане,5.5,6.2,5.3,97.0
Сельдь в томатном соусе,13.8,9.7,4.6,159.0
Сельдь горячего копчения,21.8,14.3,,215.0
Сельдь консервированная,17.5,2.0,0.0,88.0
Сельдь маринованная,16.5,12.6,3.4,192.0
Сельдь под шубой готовая,5.1,16.2,7.3,193.0
Сельдь свежая,16.3,10.7,,161.0
Сельдь соленая,19.8,15.4,0.0,217.0
Сёмга (брюшки),25.0,24.0,0.0,310.0
Сёмга (хребты),20.0,8.1,0.0,153.0
Сёмга копченая,22.5,12.5,0.0,202.0
Сёмга на гриле,21.8,14.1,,230.0
Сёмга на пару,19.3,14.0,,197.0
Сёмга отварная,22.5,12.5,,189.0
Семга под шубой готовая,18.0,24.5,4.3,310.0
Сёмга свежая,21.6,6.0,,140.0
Сёмга слабосоленая Русское море филе-кусок,22.0,12.0,,195.0
Семена горчицы,25.8,30.8,23.4,474.0
Семена конопли,20.0,32.5,14.0,429.0
Семена льна,18.3,42.2,28.9,534.0
Семена льна Ваше здоровье,18.3,42.2,1.6,459.0
Семена пажитника,23.0,6.4,58.3,323.0
Семена укропа,16.0,14.5,55.1,305.0
Семена фенхеля,15.8,14.8,52.3,345.0
Семена чиа,16.5,30.7,42.1,512.0
Семечки дынные,17.6,47.3,14.6,555.0
Семечки подсолнечника,20.7,52.9,3.4,578.0
Семечки тыквенные,24.5,45.8,4.7,556.0
Сибас,18.0,3.0,,99.0
Сиг,19.0,7.5,,144.0
Сидр,0.2,0.3,28.9,117.0
Сизигиум,0.6,0.3,5.6,25.0
Сильвер Анчоус солёно-сушеный,57.4,3.1,0.1,258.0
Сильвер Жёлтая рыбка,40.0,16.9,1.0,336.0
Сильвер Жёлтый полосатик,52.4,5.8,3.3,262.0
Сильвер Кальмар копчёный,58.0,1.0,3.0,263.0
Сильвер Кальмар сушёный,58.0,1.0,3.0,263.0
Сильвер Камбала,57.9,2.0,3.0,275.0
Сильвер Кольца кальмара,45.0,1.0,13.0,241.0
Сильвер Кольца кальмара копчёные,45.0,1.0,13.0,241.0
Сильвер Креветка гриль,42.0,0.5,2.0,150.0
Сильвер Морской язык,40.0,16.9,3.0,336.0
Сильвер Осьминог сушёный,31.0,0.5,2.0,95.0
Сильвер Ставридка,52.4,5.8,3.3,262.0
Сильвер Тунец серебристый,46.3,8.8,0.0,200.0
Сильвер Угорь,57.9,2.0,3.0,275.0
Сильвер Янтайная рыбка,40.0,16.9,1.0,336.0
Сироп Blue Curacao,0.0,0.0,79.0,320.0
Сироп Zero низкокалорийный Клубника,0.2,0.0,4.7,20.0
Сироп Zero низкокалорийный Молочный шоколад,2.7,1.4,5.4,45.0
Сироп Zero низкокалорийный Мята,0.1,0.0,4.0,16.0
Сироп агавы Sunny Via,0.0,0.5,76.0,310.0
Сироп банановый,0.0,0.0,75.0,307.0
Сироп вишневый,0.3,0.1,64.0,256.0
Сироп Гренадин,0.0,0.0,66.9,268.0
Сироп из цикория Дары Памира без сахара,0.0,0.0,9.5,167.0
Сироп кленовый,0.0,0.1,67.4,260.0
Сироп клубничный,0.2,0.0,39.5,154.0
Сироп лавандовый Barinoff,0.0,0.0,64.0,256.0
Сироп мятный,0.5,0.1,55.0,222.0
Сироп овсяный White Sun,2.0,6.5,67.0,335.0
Сироп рисовый,0.5,0.2,77.0,311.0
Сироп сахарный,0.2,0.0,70.5,285.0
Сироп топинамбура Тоба,0.0,0.0,69.5,267.0
Сироп Черное море Лайт вкус Лесные ягоды,0.0,0.0,4.0,16.0
Скат,24.0,1.6,0.0,110.0
Скат (крылья),24.0,1.6,0.0,111.0
Скорцонера,1.0,1.0,1.0,17.0
Скумбрия в масле,13.1,25.1,,278.0
Скумбрия горячего копчения,22.1,23.8,4.1,317.0
Скумбрия консервированная,14.4,28.9,0.0,317.0
Скумбрия копченая,20.7,15.5,0.0,221.0
Скумбрия маринованная,12.8,8.3,3.7,142.0
Скумбрия на пару,18.0,13.2,,191.0
Скумбрия отварная,19.6,14.7,,211.0
Скумбрия свежая,18.0,13.2,0.0,191.0
Скумбрия соленая,18.0,13.1,0.0,194.0
Слайсы,7.0,7.9,74.7,370.0
Слайсы пшеничные,11.2,1.8,80.3,382.0
Слива,0.8,0.3,9.6,42.0
Слива 4 сезона без косточки,0.8,0.2,7.7,34.0
Сливки 9%,2.8,9.0,4.0,107.0
Сливки 10% (нежирные),3.0,10.0,4.0,118.0
Сливки 15% (маложирные),2.3,15.0,3.6,161.0
Сливки 20% (средней жирности),2.8,20.0,3.7,205.0
Сливки 33% (классические),2.2,33.0,4.0,322.0
Сливки 35% (жирные),2.5,35.0,3.0,337.0
Сливки Parmalat Comfort безлактозные 20%,2.5,20.0,3.7,205.0
Сливки взбитые,3.2,22.2,12.5,257.0
Сливки кокосовые Aroy-D,1.6,21.0,4.8,214.0
Сливки Простоквашино 10%,2.8,10.0,4.5,119.0
Сливки Простоквашино 20%,2.5,20.0,4.0,206.0
Сливки сгущенные с сахаром,6.1,19.0,53.0,410.0
Сливки соевые сухие Здоровое питание,3.4,25.5,64.4,500.0
Сливки сухие,23.0,42.7,26.3,579.0
Сливки сухие высокожирные,10.0,75.0,10.0,753.0
