Name,Weight,TypeOfIngredient,Index
Чеснок,0.0,по вкусу,244
Устричный соус,0.0,по вкусу,244
Соевый соус,0.0,по вкусу,244
Для подачи,0.0,заголовок,244
Перец Чили,0.0,по вкусу,244
Кинза,0.0,по вкусу,244
Мидии,960.0,гр.,245
Белое сухое вино,240.0,гр.,245
Чеснок,0.0,по вкусу,245
Черный перец,0.0,мало,245
Тимьян,0.0,по вкусу,245
Лавровый лист,2.0,шт.,245
Лук порей,1.0,шт.,245
Морковь,1.0,шт.,245
Сливочное масло,60.0,гр.,245
Петрушка,0.0,по вкусу,245
Куриный бульон,1.0,шт.,246
Куриная голень,300.0,гр.,246
Лук шалот,1.0,шт.,246
Имбирь,0.0,по вкусу,246
Чеснок,0.0,по вкусу,246
Сорго лимонное,1.0,шт.,246
Листья лайма,6.0,шт.,246
Вёшенки,100.0,гр.,246
Помидоры черри,10.0,шт.,246
Сок лайма,1.0,шт.,246
Кокосовое молоко,400.0,гр.,246
Рыбный соус,100.0,мл.,246
Сахар,1.0,шт.,246
Кинза,0.0,по вкусу,246
Перец Чили,0.0,по вкусу,246
Рисовая лапша,0.0,по вкусу,246
"Растительное масло, соль",0.0,по вкусу,246
Зеленая фасоль,300.0,гр.,247
Морковь,2.0,шт.,247
Помидоры черри,5.0,шт.,247
Шампиньоны,5.0,шт.,247
Чеснок,0.0,по вкусу,247
Сливочное масло,10.0,гр.,247
Розмарин,0.0,по вкусу,247
"Оливковое масло, соль, смесь специй итальянские травы.",0.0,по вкусу,247
Говядина,500.0,гр.,248
Шампиньоны,250.0,гр.,248
Сливочное масло,30.0,гр.,248
Сливки,150.0,мл.,248
Сметана,150.0,мл.,248
Лук репчатый,1.0,шт.,248
Укроп,0.0,по вкусу,248
Петрушка,0.0,по вкусу,248
Дижонская горчица,1.0,ч.л.,248
"Соль, перец",0.0,по вкусу,248
Тесто,0.0,заголовок,249
Мука,200.0,гр.,249
Какао,25.0,гр.,249
Сахарная пудра,25.0,гр.,249
Сливочное масло,120.0,гр.,249
Желток,1.0,шт.,249
Вода,2.0,ст.л.,249
Соль,0.0,по вкусу,249
Начинка,0.0,заголовок,249
Сливки,500.0,гр.,249
Сахарная пудра,75.0,гр.,249
Темный шоколад,300.0,гр.,249
Яйцо,2.0,шт.,249
Семга,400.0,гр.,250
Брокколи,8.0,шт.,250
Шпинат,0.0,по вкусу,250
Замороженный горошек,0.0,по вкусу,250
Сливки,100.0,мл.,250
Сливочное масло,0.0,по вкусу,250
Шалфей,0.0,по вкусу,250
Чеснок,0.0,по вкусу,250
Сок лимона,0.0,по вкусу,250
"Приправы: мускатный орех, итальянские травы.",0.0,по вкусу,250
Лимон,2.0,шт.,251
Яйцо,4.0,шт.,251
Мука,200.0,гр.,251
Миндальная мука,100.0,гр.,251
Сливочное масло,120.0,гр.,251
Разрыхлитель,1.0,ч.л.,251
Ванилин,1.0,гр.,251
Сахар,120.0,гр.,251
Для сиропа,0.0,заголовок,251
Сок лимона,1.0,шт.,251
Сахар,50.0,гр.,251
Тесто,0.0,заголовок,252
Мука,0.0,по вкусу,252
Яйцо,2.0,шт.,252
Соль,1.0,ч.л.,252
Оливковое масло,1.0,ст.л.,252
Молоко,0.0,по вкусу,252
Соус,0.0,заголовок,252
Консервированные томаты в собственном соку,250.0,гр.,252
Чеснок,0.0,по вкусу,252
Свежий базилик,1.0,ч.л.,252
Сахар,1.0,ч.л.,252
Соль,0.0,по вкусу,252
Начинка,0.0,заголовок,252
Моцарелла,100.0,гр.,252
Сыр горгонзола,100.0,гр.,252
Сыр маасдам,100.0,гр.,252
Сыр Пармезан,100.0,гр.,252
Орегано,0.0,по вкусу,252
Руккола,0.0,по вкусу,252
Тесто,0.0,заголовок,253
Мука,250.0,гр.,253
Сливочное масло,120.0,гр.,253
Желток,1.0,шт.,253
Сахар,1.0,шт.,253
Соль,0.0,по вкусу,253
Вода,4.0,ст.л.,253
Начинка,0.0,заголовок,253
Сахар,100.0,гр.,253
Яйцо,3.0,шт.,253
Сливки,250.0,мл.,253
Корица,1.0,шт.,253
Ванильный экстракт,0.5,ч.л.,253
Лук репчатый,480.0,гр.,254
Сливочное масло,25.0,гр.,254
Говяжий бульон,760.0,мл.,254
Куриный бульон,380.0,мл.,254
Тимьян,0.0,по вкусу,254
Крепленое вино,24.0,мл.,254
Для подачи,0.0,заголовок,254
Хлеб,2.0,шт.,254
Сыр,0.0,по вкусу,254
"Соль, перец",0.0,по вкусу,254
Картофель,400.0,гр.,255
Лук порей,6.0,шт.,255
Сливочное масло,30.0,гр.,255
Куриный бульон,800.0,мл.,255
Сливки,30.0,мл.,255
Для подачи,0.0,заголовок,255
Бекон,0.0,по вкусу,255
Лук порей,0.0,по вкусу,255
Лук-шнитт,0.0,по вкусу,255
"Cоль, белый перец",0.0,по вкусу,255
Курица,300.0,гр.,256
Лапша гречневая,150.0,гр.,256
Сладкий перец,0.5,шт.,256
Сладкий перец,0.5,шт.,256
Грибы вешенки,100.0,гр.,256
Морковь,0.5,шт.,256
Стручковый горох,100.0,гр.,256
Чеснок,0.0,по вкусу,256
Имбирь,1.0,шт.,256
Кунжут,1.0,ст.л.,256
Кинза,0.0,по вкусу,256
Для маринада,0.0,заголовок,256
Соевый соус,2.0,ст.л.,256
Рисовый уксус,1.0,ст.л.,256
Васаби,1.0,ч.л.,256
Заправка,0.0,заголовок,256
Соевый соус,2.0,ст.л.,256
Мед,1.0,ст.л.,256
Устричный соус,1.0,шт.,256
Сок лайма,0.5,шт.,256
Оливковое или кунжутное масло,0.0,по вкусу,256
Картофель,4.0,шт.,257
Сливочное масло,30.0,гр.,257
Желток,1.0,шт.,257
Укроп,0.0,по вкусу,257
Мука пшеничная,85.0,гр.,258
Мука гречневая,85.0,гр.,258
Белок,2.0,шт.,258
Молоко,200.0,мл.,258
Разрыхлитель,1.0,ч.л.,258
Сливочное масло,1.0,шт.,258
Сахар,1.0,ст.л.,258
Соль,0.3333333333333333,ч.л.,258
Для подачи,0.0,заголовок,258
Сметана,0.0,по вкусу,258
Копченый лосось,0.0,по вкусу,258
Каперсы,0.0,по вкусу,258
"Оливковое масло, горсть листьев",0.0,по вкусу,258
Мука,125.0,гр.,259
Шпинат,125.0,гр.,259
Яйцо,1.0,шт.,259
Молоко,300.0,мл.,259
Соль,0.0,по вкусу,259
Сахар,0.5,ст.л.,259
Сливочное масло,1.0,шт.,259
Для подачи,0.0,заголовок,259
Творожный сыр,150.0,гр.,259
Бекон,0.0,по вкусу,259
Укроп,0.0,по вкусу,259
Киноа,250.0,гр.,260
Баклажан,1.0,шт.,260
Морковь,1.0,шт.,260
Чеснок,0.0,по вкусу,260
Кинза,0.0,по вкусу,260
Соевый соус,0.0,по вкусу,260
"Оливковое масло, сливочное масло, соль",0.0,по вкусу,260
Куриная голень,4.0,шт.,261
Куриное бедро,4.0,шт.,261
Гранатовый сок,100.0,мл.,261
Красный лук,2.0,шт.,261
Грецкий орех,50.0,гр.,261
Чеснок,0.0,по вкусу,261
Гранат,1.0,шт.,261
Руккола,0.0,по вкусу,261
"Оливковое масло, соль, паприка",0.0,по вкусу,261
Руккола,0.0,по вкусу,262
Салат корн,0.0,по вкусу,262
Помидор,1.0,шт.,262
Инжир,0.0,по вкусу,262
Сыр горгонзола,0.0,по вкусу,262
Хамон,0.0,по вкусу,262
Соус,0.0,заголовок,262
Оливковое масло,6.0,ст.л.,262
Сок лимона,3.0,ст.л.,262
Жидкая карамель,1.0,ст.л.,262
Соль и приправы.,0.0,по вкусу,262
Помидор,6.0,шт.,263
Шпинат,300.0,гр.,263
Твердый сыр,100.0,гр.,263
Сливочное масло,30.0,гр.,263
Молотый мускатный орех,0.0,по вкусу,263
"Оливковое масло, соль, итальянские травы",0.0,по вкусу,263
Персик,4.0,шт.,264
Печенье,18.0,шт.,264
Желток,3.0,шт.,264
Натуральный йогурт,250.0,гр.,264
Сахар,50.0,гр.,264
Ванильная эссенция,1.0,ч.л.,264
Тесто,0.0,заголовок,264
Мука,250.0,гр.,264
Сливочное масло,125.0,гр.,264
Вода,4.0,ст.л.,264
Соль,0.0,по вкусу,264
Куриная голень,1000.0,гр.,265
Картофель,5.0,шт.,265
Лук репчатый,3.0,шт.,265
Чеснок,0.0,по вкусу,265
Виноград,0.0,по вкусу,265
Белое сухое вино,300.0,мл.,265
Розмарин,0.0,по вкусу,265
"Оливковое масло, соль, смесь перцев",0.0,по вкусу,265
Для бисквита,0.0,заголовок,266
Мука,300.0,гр.,266
Сливочное масло,300.0,гр.,266
Сахар,300.0,гр.,266
Яйцо,5.0,шт.,266
Апельсиновая цедра,1.0,шт.,266
Разрыхлитель,1.0,ч.л.,266
Для крема,0.0,заголовок,266
Клубничное варенье,150.0,гр.,266
Клубника,250.0,гр.,266
Сливки,250.0,гр.,266
Сахар,1.0,ст.л.,266
Сок лимона,1.0,шт.,266
Ваниль,1.0,шт.,266
Сахарная пудра,0.0,по вкусу,266
Барабулька,6.0,шт.,267
Брокколи,200.0,гр.,267
Белое сухое вино,2.0,ст.л.,267
Тимьян,0.0,по вкусу,267
Лимон,0.0,по вкусу,267
"Оливковое масло, специи, соль",0.0,по вкусу,267
Инжир,5.0,шт.,268
Латук,0.0,по вкусу,268
Кедровые орешки,50.0,гр.,268
Сыр Камамбер,1.0,шт.,268
"Черный перец, соль, веточка тимьяна, долька чеснока, оливковое масло",0.0,по вкусу,268
Сыр Камамбер,1.0,шт.,269
Чеснок,0.0,по вкусу,269
Тимьян,0.0,по вкусу,269
"Черный перец, соль, оливковое масло.",0.0,по вкусу,269
Тыква,1.0,шт.,270
Сливки,250.0,мл.,270
Сыр Пармезан,50.0,гр.,270
Тимьян,0.0,по вкусу,270
Белое сухое вино,100.0,мл.,270
Мускатный орех,0.5,ч.л.,270
"Соль, черный перец, оливковое масло",0.0,по вкусу,270
Куриный бульон,0.0,по вкусу,271
Замороженный горошек,400.0,гр.,271
Бекон,70.0,гр.,271
Сливочное масло,10.0,гр.,271
Морковь,1.0,шт.,271
Чеснок,0.0,по вкусу,271
Макароны,0.0,по вкусу,271
Кинза,0.0,по вкусу,271
Говядина,700.0,гр.,272
Белые сушеные грибы,100.0,гр.,272
Шампиньоны,250.0,гр.,272
Сливки,500.0,мл.,272
Чеснок,0.0,по вкусу,272
"Оливковое масло, соль, чёрный перец, тимьян",0.0,по вкусу,272
Куриная грудка,1.0,шт.,273
,0.0,по вкусу,273
Лук порей,1.0,шт.,273
Свежий базилик,1.0,шт.,273
Шампиньоны,5.0,шт.,273
Сливочное масло,30.0,гр.,273
Зеленая фасоль,150.0,гр.,273
"Оливковое масло, специи, соль",0.0,по вкусу,273
Свежие ягоды,350.0,гр.,274
Мука,2.0,ст.л.,274
Яйцо,2.0,шт.,274
Сливочное масло,150.0,гр.,274
Сахар,400.0,гр.,274
Молоко,120.0,мл.,274
Сметана,5.0,ст.л.,274
Ванильная эссенция,1.0,ч.л.,274
Разрыхлитель,1.0,ч.л.,274
Соль,0.0,по вкусу,274
Овощной бульон,1.0,шт.,275
Рис,320.0,гр.,275
Белое сухое вино,250.0,мл.,275
Свёкла,200.0,гр.,275
Лук репчатый,1.0,шт.,275
Пармезан,0.0,по вкусу,275
Козий сыр,150.0,гр.,275
Оливковое масло,0.0,по вкусу,275
Соль,0.0,по вкусу,275
Бальзамический крем,0.0,по вкусу,275
Треска,600.0,гр.,276
Укроп,0.0,по вкусу,276
Яйцо,1.0,шт.,276
Белок,1.0,шт.,276
Лук репчатый,1.0,шт.,276
Панировочные сухари,0.0,по вкусу,276
Сметана,1.0,ст.л.,276
Майонез,1.0,ст.л.,276
Перепелка,2.0,шт.,277
Картофель,2.0,шт.,277
Морковь,1.0,шт.,277
Чеснок,0.0,по вкусу,277
Лук репчатый,1.0,шт.,277
Зелень,0.0,по вкусу,277
Цукини,0.0,по вкусу,277
Брокколи,0.0,по вкусу,277
Оливковое масло,0.0,по вкусу,277
Дорада,2.0,шт.,278
Шпинат,0.0,по вкусу,278
Сливочный сыр,0.0,по вкусу,278
Яйцо,2.0,шт.,278
Чеснок,0.0,по вкусу,278
"Соль, приправа",0.0,по вкусу,278
Тесто,0.0,заголовок,279
Мука,250.0,гр.,279
Соль,0.0,по вкусу,279
Сливочное масло,125.0,гр.,279
Вода,4.0,ст.л.,279
Начинка,0.0,заголовок,279
Черная смородина,600.0,гр.,279
Желток,3.0,шт.,279
Сахар,100.0,гр.,279
Сливки,200.0,мл.,279
Куриная грудка,1.0,шт.,280
Морковь,1.0,шт.,280
Сельдерей,1.0,шт.,280
Лук репчатый,1.0,шт.,280
Помидоры черри,3.0,шт.,280
Брокколи,200.0,гр.,280
Чеснок,1.0,шт.,280
Плавленный сливочный сыр,200.0,гр.,280
Зелень,0.0,по вкусу,280
Оливковое масло,0.0,по вкусу,280
Сливочное масло,0.0,по вкусу,280
Соль,0.0,по вкусу,280
Сладкий перец,2.0,шт.,281
Помидоры черри,10.0,шт.,281
Творожный сыр,300.0,гр.,281
Голубой сыр,100.0,гр.,281
Чеснок,0.0,по вкусу,281
Тимьян,0.0,по вкусу,281
Оливковое масло,0.0,по вкусу,281
"Щепотка соли, черный перец",0.0,по вкусу,281
Яйцо,1.0,шт.,282
Тесто,0.0,заголовок,282
Мука,350.0,гр.,282
Сливочное масло,100.0,гр.,282
Сметана,100.0,гр.,282
Яйцо,1.0,шт.,282
Сахар,2.0,ст.л.,282
Соль,0.0,по вкусу,282
Сода,0.25,ч.л.,282
Начинка,0.0,заголовок,282
Замороженные ягоды,1.0,шт.,282
Корица,1.0,ч.л.,282
Сливочное масло,50.0,гр.,282
Миндаль,50.0,гр.,282
Кукурузный крахмал,3.0,ст.л.,282
Треска,800.0,гр.,283
Яйцо,3.0,шт.,283
Мука,1.0,шт.,283
Панировочные сухари,180.0,гр.,283
Оливковое масло,0.0,по вкусу,283
"Соль, перец",0.0,по вкусу,283
Начинка,0.0,заголовок,284
Шпинат,300.0,гр.,284
Сливочное масло,20.0,гр.,284
Сметана,300.0,гр.,284
Мягкий сыр,150.0,гр.,284
Твердый сыр,100.0,гр.,284
Кедровые орешки,0.0,по вкусу,284
Соль,0.0,по вкусу,284
Мускатный орех,0.0,по вкусу,284
Итальянские травы или другое,0.0,по вкусу,284
Сахар,0.0,по вкусу,285
Сливочное масло,113.0,гр.,285
Мука,1.0,шт.,285
Яйцо,2.0,шт.,285
Разрыхлитель,1.0,ч.л.,285
Соль,0.0,по вкусу,285
Слива,7.0,шт.,285
Корица,1.0,ч.л.,285
Пикша,400.0,гр.,286
Лук порей,1.0,шт.,286
Чеснок,0.0,по вкусу,286
Лук шалот,1.0,шт.,286
Оливковое масло,0.0,по вкусу,286
Сливочное масло,0.0,по вкусу,286
Соль,0.0,по вкусу,286
Приправа для рыбы,0.0,по вкусу,286
Тесто,0.0,заголовок,287
Мука,350.0,гр.,287
Сметана,350.0,гр.,287
Сливочное масло,100.0,гр.,287
Яйцо,1.0,шт.,287
Сахар,1.0,ст.л.,287
Соль,1.0,ч.л.,287
Сода,0.25,ч.л.,287
Начинка,0.0,заголовок,287
Шпинат,400.0,гр.,287
Сыр с плесенью,100.0,гр.,287
Сливочное масло,100.0,гр.,287
Клубника,200.0,гр.,288
Мука,250.0,гр.,288
Яйцо,1.0,шт.,288
Сливочное масло,100.0,гр.,288
Сахар,200.0,гр.,288
Сметана,4.0,ст.л.,288
Молоко,100.0,мл.,288
Разрыхлитель,1.0,ч.л.,288
Соль,0.0,по вкусу,288
Картофель,8.0,шт.,289
Бекон,0.0,по вкусу,289
Шалфей,0.0,по вкусу,289
Чеснок,0.0,по вкусу,289
Оливковое масло,0.0,по вкусу,289
Соль,0.0,по вкусу,289
Тесто,0.0,заголовок,290
Яйцо,2.0,шт.,290
Кефир,1.0,шт.,290
Натуральный йогурт,3.0,ст.л.,290
Мука,5.0,ст.л.,290
Соль,0.0,по вкусу,290
Разрыхлитель,1.0,ч.л.,290
Начинка,0.0,заголовок,290
Лук репчатый,2.0,шт.,290
Капуста,400.0,гр.,290
Яйцо,2.0,шт.,290
Мука,225.0,гр.,291
Сахарная пудра,225.0,гр.,291
Яйцо,3.0,шт.,291
Сливочное масло,100.0,гр.,291
Сливки,100.0,гр.,291
Клубника,200.0,гр.,291
Разрыхлитель,0.5,ч.л.,291
Соль,0.0,по вкусу,291
Для глазури,0.0,заголовок,291
Творог,250.0,гр.,291
Сливочное масло,50.0,гр.,291
Сахарная пудра,80.0,гр.,291
Сливки,200.0,гр.,291
Курица,1.0,шт.,292
Апельсин,3.0,шт.,292
Имбирь,0.0,по вкусу,292
Чеснок,0.0,по вкусу,292
Кинза,0.0,по вкусу,292
Соевый соус,5.0,ст.л.,292
Оливковое масло,2.0,ст.л.,292
"Соль, чёрный перец, красный перец",0.0,по вкусу,292
Куриная голень,6.0,шт.,293
Имбирь,0.0,по вкусу,293
Чеснок,0.0,по вкусу,293
Соевый соус,2.0,ст.л.,293
Апельсин,1.0,шт.,293
Сыр,0.0,по вкусу,293
Тыква,0.0,по вкусу,293
Оливковое масло,0.0,по вкусу,293
"Приправа карри, соль, перец, кунжут",0.0,по вкусу,293
Куриная грудка,1.0,шт.,294
Лук порей,0.0,по вкусу,294
Бекон,0.0,по вкусу,294
Оливковое масло,0.0,по вкусу,294
Сливочное масло,0.0,по вкусу,294
Соль,0.0,по вкусу,294
Черный перец,0.0,по вкусу,294
Тимьян,0.0,по вкусу,294
Приправа для курицы,0.0,по вкусу,294
Бекон,0.0,по вкусу,295
Инжир,4.0,шт.,295
Сыр буррата,0.0,по вкусу,295
Свежий базилик,0.0,по вкусу,295
Помидоры черри,0.0,по вкусу,295
Заправка,0.0,заголовок,295
Оливковое масло,6.0,ст.л.,295
Сок лимона,3.0,ст.л.,295
Мед,1.0,ст.л.,295
Соль,0.0,по вкусу,295
Приправы по вкусу (хорошо подойдут итальянские травы),0.0,по вкусу,295
Говядина,350.0,гр.,296
Яйцо,1.0,шт.,296
Лук репчатый,1.0,шт.,296
Тыква,0.0,по вкусу,296
Багет,50.0,гр.,296
Молоко,150.0,мл.,296
Сливочное масло,0.0,по вкусу,296
Индейка,4.0,кг.,297
Морковь,3.0,шт.,297
Лук репчатый,3.0,шт.,297
Сельдерей,2.0,шт.,297
Мандарин,4.0,шт.,297
Розмарин,0.0,по вкусу,297
Тимьян,0.0,по вкусу,297
Соль,0.0,по вкусу,297
Приправа для птиц,0.0,по вкусу,297
Тилапия,6.0,шт.,298
Моцарелла,250.0,гр.,298
Цукини,2.0,шт.,298
Помидор,4.0,шт.,298
Чеснок,0.0,по вкусу,298
Свежий базилик,0.0,по вкусу,298
Оливковое масло,0.0,по вкусу,298
Бальзамический крем,0.0,по вкусу,298
"Соль, черный перец",0.0,по вкусу,298
Сыр чеддер,50.0,гр.,299
Твердый сыр,100.0,гр.,299
Желток,1.0,шт.,299
Мука,100.0,гр.,299
Сливочное масло,50.0,гр.,299
Соль,0.0,по вкусу,299
Паприка,0.0,по вкусу,299
Сухой чеснок,0.0,по вкусу,299
Баранина,1.0,кг.,300
Помидор,1.0,кг.,300
Розмарин,0.0,по вкусу,300
Тимьян,0.0,по вкусу,300
Лук репчатый,1.0,шт.,300
Чеснок,0.0,по вкусу,300
"Соль, черный перц",0.0,по вкусу,300
Перловка,300.0,гр.,301
Свёкла,2.0,шт.,301
Красный лук,1.0,шт.,301
Чеснок,0.0,по вкусу,301
Красное сухое вино,150.0,мл.,301
Тимьян,1.0,шт.,301
Бальзамический уксус,0.0,по вкусу,301
Оливковое масло,0.0,по вкусу,301
Куриный бульон,500.0,мл.,301
Для подачи,0.0,заголовок,301
Творожный сыр,0.0,по вкусу,301
Руккола,0.0,по вкусу,301
"Соль, черный перец.",0.0,по вкусу,301
Слоеное тесто,500.0,гр.,302
Начинка,0.0,заголовок,302
Лосось,400.0,гр.,302
Лук шалот,2.0,шт.,302
Шпинат,200.0,гр.,302
Свежий базилик,0.0,по вкусу,302
Петрушка,0.0,по вкусу,302
Яйцо,1.0,шт.,302
Сок лимона,0.5,шт.,302
Оливковое масло,0.0,по вкусу,302
Сливочное масло,0.0,по вкусу,302
Мускатный орех,0.0,по вкусу,302
Соль,0.0,по вкусу,302
Сметана,1.0,ст.л.,302
Фарш,900.0,гр.,303
Цветная капуста,0.0,по вкусу,303
Сливки,150.0,мл.,303
Белок,2.0,шт.,303
Лук репчатый,1.0,шт.,303
Чеснок,0.0,по вкусу,303
Морковь,1.0,шт.,303
Петрушка,0.0,по вкусу,303
Шампиньоны,5.0,шт.,303
"Оливковое масло, соль",0.0,по вкусу,303
Рис,200.0,гр.,304
Курица,500.0,гр.,304
Морковь,2.0,шт.,304
Лук репчатый,1.0,шт.,304
Чеснок,0.0,по вкусу,304
Зира,0.0,по вкусу,304
Барбарис,0.0,по вкусу,304
Соль,0.0,по вкусу,304
Оливковое масло,0.0,по вкусу,304
Начинка,0.0,заголовок,305
Тыква,1.0,кг.,305
Курдючный жир,150.0,шт.,305
Баранина,1.0,кг.,305
Лук репчатый,4.0,шт.,305
Соль,0.0,по вкусу,305
Черный перец,0.0,по вкусу,305
Тесто,0.0,заголовок,305
Вода,550.0,мл.,305
Мука,1.0,кг.,305
Растительное масло,0.0,по вкусу,305
Соль,1.0,ст.л.,305
Говяжий фарш,500.0,гр.,306
Тыква,1200.0,гр.,306
Лук репчатый,1.0,шт.,306
Сливки,200.0,гр.,306
Тимьян,0.0,по вкусу,306
Мускатный орех,0.0,по вкусу,306
Оливковое масло,0.0,по вкусу,306
"Соль, черный перец",0.0,по вкусу,306
Белая рыба,4.0,шт.,307
Помидор,5.0,шт.,307
Лук шалот,2.0,шт.,307
Бекон,0.0,по вкусу,307
Оливковое масло,0.0,по вкусу,307
Бальзамический крем,0.0,по вкусу,307
Гарнир,0.0,заголовок,307
Спаржа,0.0,по вкусу,307
"Специи (итальянские травы и другое), соль",0.0,по вкусу,307
Раковые шейки в рассоле,430.0,гр.,308
Морковь,3.0,шт.,308
Зелёный консервированный горошек,1.0,шт.,308
Авокадо,2.0,шт.,308
Яйцо,3.0,шт.,308
Соленый огурец,2.0,шт.,308
Огурец,1.0,шт.,308
Красная икра,0.0,по вкусу,308
Заправка,0.0,заголовок,308
Майонез,0.0,по вкусу,308
Васаби,0.0,по вкусу,308
Тесто,0.0,заголовок,309
Мука пшеничная,120.0,гр.,309
Миндальная мука,100.0,гр.,309
Сливочное масло,100.0,гр.,309
Яйцо,1.0,шт.,309
Сахар,120.0,гр.,309
Сметана,10.0,шт.,309
Ванильный сахар,1.0,шт.,309
Разрыхлитель,1.0,ч.л.,309
Начинка,0.0,заголовок,309
Груша,3.0,шт.,309
Имбирь,200.0,гр.,309
Ванильный сахар,1.0,шт.,309
Сахар,400.0,гр.,309
Лук репчатый,1.0,кг.,310
Белое сухое вино,200.0,мл.,310
Твердый сыр,200.0,гр.,310
Сливочное масло,50.0,гр.,310
Багет,0.0,по вкусу,310
Черный перец,0.0,по вкусу,310
Тимьян,0.0,по вкусу,310
Соль,0.0,по вкусу,310
Кролик,1300.0,гр.,311
Чернослив,100.0,гр.,311
Сметана,200.0,гр.,311
Красный лук,1.0,шт.,311
Морковь,1.0,шт.,311
Сельдерей,1.0,шт.,311
Зелень,0.0,по вкусу,311
Сливочное масло,30.0,гр.,311
Для маринада,0.0,заголовок,311
Чеснок,0.0,по вкусу,311
Красное сухое вино,100.0,мл.,311
Смесь пряных трав,1.0,ст.л.,311
Оливковое масло,4.0,ст.л.,311
Помидор,5.0,шт.,312
Баклажан,3.0,шт.,312
Чеснок,0.0,по вкусу,312
Лук репчатый,1.0,шт.,312
Сельдерей,0.0,по вкусу,312
Оливки,0.0,по вкусу,312
Каперсы,0.0,по вкусу,312
Петрушка,0.0,по вкусу,312
Свежий базилик,0.0,по вкусу,312
Кедровые орешки,0.0,по вкусу,312
Сахар,2.0,ст.л.,312
Бальзамический уксус,2.0,ст.л.,312
Оливковое масло,0.0,по вкусу,312
Соль,0.0,по вкусу,312
Баклажан,2.0,шт.,313
Помидор,2.0,шт.,313
Моцарелла,0.0,по вкусу,313
Свежий базилик,0.0,по вкусу,313
Панировочные сухари,0.0,по вкусу,313
Чеснок,1.0,шт.,313
Оливковое масло,0.0,по вкусу,313
Бальзамический крем,0.0,по вкусу,313
Приправа итальянские травы,0.0,по вкусу,313
Чиабатта,0.0,по вкусу,314
Помидор,0.0,по вкусу,314
Свежий базилик,0.0,по вкусу,314
Ветчина-прошутто,0.0,по вкусу,314
Салями,0.0,по вкусу,314
Оливковое масло,0.0,по вкусу,314
Чеснок,0.0,по вкусу,314
"Соль,специи итальянские травы",0.0,по вкусу,314
Говяжья печень,600.0,гр.,315
Молоко,100.0,мл.,315
Яблоко,2.0,шт.,315
Мука,0.0,по вкусу,315
"Растительное масло, соль, перец",0.0,по вкусу,315
Мука,0.0,по вкусу,316
Яйцо,2.0,шт.,316
Оливковое масло,1.0,ст.л.,316
Молоко,0.0,по вкусу,316
Соль,1.0,ч.л.,316
Мука,350.0,гр.,317
Яйцо,2.0,шт.,317
Сливочное масло,120.0,гр.,317
Кефир,120.0,мл.,317
Сахар,150.0,гр.,317
Апельсиновая цедра,15.0,гр.,317
Абрикос,5.0,шт.,317
Ликер Апероль,30.0,мл.,317
Ванильная эссенция,1.0,ч.л.,317
Щепотка соли.,0.0,по вкусу,317
Утка,2.0,кг.,318
Лук шалот,2.0,шт.,318
Морковь,2.0,шт.,318
Сельдерей,0.0,по вкусу,318
Чеснок,0.0,по вкусу,318
Апельсин,1.0,шт.,318
Мандарин,6.0,шт.,318
Корица,0.0,по вкусу,318
Бадьян,0.0,по вкусу,318
Мед,0.0,по вкусу,318
Кардамон,1.0,ч.л.,318
"Соль, специи для птицы и кулинарная нить",0.0,по вкусу,318
Руккола,0.0,по вкусу,319
Бекон,0.0,по вкусу,319
Красный лук,2.0,шт.,319
Кедровые орешки,0.0,по вкусу,319
Бальзамический крем,0.0,по вкусу,319
"Оливковое масло, соль.",0.0,по вкусу,319
Кальмар,600.0,гр.,320
Красный лук,3.0,шт.,320
Сахар,2.0,ст.л.,320
Бальзамический уксус,1.0,ст.л.,320
Петрушка,0.0,по вкусу,320
"Оливковое масло, соль и черный перец.",0.0,по вкусу,320
Мука,250.0,гр.,321
Сахар,125.0,гр.,321
Растительное масло,125.0,мл.,321
Яйцо,2.0,шт.,321
Разрыхлитель,1.0,ч.л.,321
Мед,2.0,ст.л.,321
Корица,1.0,ст.л.,321
Морковь,250.0,гр.,321
Апельсин,1.0,шт.,321
Апельсиновый сок,50.0,мл.,321
Грецкий орех,50.0,гр.,321
Изюм,50.0,гр.,321
Мандарин,12.0,шт.,322
Мука,270.0,гр.,322
Сливочное масло,120.0,гр.,322
Сахар,120.0,гр.,322
Яйцо,2.0,шт.,322
Разрыхлитель,1.0,ч.л.,322
Сахарная пудра,40.0,гр.,322
Курица,0.0,по вкусу,323
Арахисовая паста,2.0,ст.л.,323
Сливочное масло,50.0,гр.,323
Зелень,0.0,по вкусу,323
"Соль, специи для птицы и кулинарная нить",0.0,по вкусу,323
Курица,1.0,кг.,324
Шампиньоны,150.0,гр.,324
Помидор,4.0,шт.,324
Бульон из птицы,100.0,мл.,324
Белое сухое вино,200.0,мл.,324
Сливочное масло,80.0,гр.,324
Горчица,0.0,по вкусу,324
Коньяк,1.0,ст.л.,324
Петрушка,0.0,по вкусу,324
Чеснок,2.0,шт.,324
"Соль, перец",0.0,по вкусу,324
Мука,250.0,гр.,325
Яйцо,2.0,шт.,325
Кефир,200.0,мл.,325
Сливки,200.0,мл.,325
Разрыхлитель,1.0,ч.л.,325
Сахар,2.0,ч.л.,325
Соль,1.0,ч.л.,325
Куриный фарш,600.0,гр.,325
Лук репчатый,1.0,шт.,325
